,Team,Year,Round,Goals / 90,Opponent Goals / 90,Goals / 90 Difference,Assists / 90,Opponent Assists / 90,Assists / 90 Difference,Goals Minus Penalty Kicks / 90,Opponent Goals Minus Penalty Kicks / 90,Goals Minus Penalty Kicks / 90 Difference,GDP Per Capita,GDP Growth Rate (%),Population Density,Population Density Growth Rate (%),Life Expectancy,Life Expectancy Growth Rate (%),Birth Rate,Birth Rate Growth Rate (%),Death Rate,Death Rate Growth Rate (%),Unemployment Rate,Opponent GDP Per Capita,GDP Per Capita Difference,Opponent GDP Growth Rate (%),GDP Growth Rate (%) Difference,Opponent Population Density,Population Density Difference,Opponent Population Density Growth Rate (%),Population Density Growth Rate (%) Difference,Opponent Life Expectancy,Life Expectancy Difference,Opponent Life Expectancy Growth Rate (%),Life Expectancy Growth Rate (%) Difference,Opponent Birth Rate,Birth Rate Difference,Opponent Birth Rate Growth Rate (%),Birth Rate Growth Rate (%) Difference,Opponent Death Rate,Death Rate Difference,Opponent Death Rate Growth Rate (%),Death Rate Growth Rate (%) Difference,Opponent Unemployment Rate,Unemployment Rate Difference,Result
91,Brazil,1994.0,Semi-finals,1.5,2.05,-0.5499999999999998,,,,1.36,1.91,-0.5499999999999998,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,26084.0,-22789.0,3.93,1.9199999999999997,19.58,-0.379999999999999,0.4,1.17,78.62,-10.52000000000001,0.29,0.2700000000000001,12.272,10.377999999999998,-4.92,3.23,10.838,-4.299,-0.53,-0.5999999999999999,9.58,-3.41,WIN
92,Sweden,1994.0,Third-place match,2.05,1.36,0.6899999999999997,,,,1.91,0.95,0.96,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,1148.0,24936.0,1.82,2.1100000000000003,76.37,-56.790000000000006,-0.83,1.23,71.06,7.560000000000002,-0.04,0.3299999999999999,9.642,2.630000000000001,-4.46,-0.4599999999999999,13.533,-2.6950000000000003,2.01,-2.54,12.8,-3.2200000000000006,WIN
93,Bulgaria,1994.0,Third-place match,1.36,2.05,-0.6899999999999997,,,,0.95,1.91,-0.96,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,26084.0,-24936.0,3.93,-2.1100000000000003,19.58,56.790000000000006,0.4,-1.23,78.62,-7.560000000000002,0.29,-0.3299999999999999,12.272,-2.630000000000001,-4.92,0.4599999999999999,10.838,2.6950000000000003,-0.53,2.54,9.58,3.2200000000000006,LOSS
94,Brazil,1994.0,Final,1.5,1.04,0.4599999999999999,,,,1.36,0.91,0.45,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,19338.0,-16043.0,2.15,3.7,188.77,-169.57000000000002,0.0,1.57,78.0,-9.900000000000006,0.34,0.22,9.496,13.153999999999998,-0.8,-0.8899999999999999,9.811,-3.272,0.35,-1.48,11.09,-4.92,WIN
95,Italy,1994.0,Final,1.04,1.5,-0.4599999999999999,,,,0.91,1.36,-0.45,19338.0,2.15,188.77,0.0,78.0,0.34,9.496,-0.8,9.811,0.35,11.09,3295.0,16043.0,5.85,-3.7,19.2,169.57000000000002,1.57,-1.57,68.1,9.900000000000006,0.56,-0.22,22.65,-13.153999999999998,-1.69,0.8899999999999999,6.539,3.272,-1.13,1.48,6.17,4.92,LOSS
0,Brazil,1998.0,Group stage,1.77,0.67,1.1,1.64,0.33,1.3099999999999998,1.64,0.33,1.3099999999999998,5087.0,0.34,20.37,1.43,69.59,0.49,20.92,-2.62,6.274,-0.66,9.42,28269.0,-23182.0,3.15,-2.81,240.69,-220.32,0.34,1.09,77.42,-7.829999999999998,0.32,0.1699999999999999,12.277,8.643000000000002,-1.68,-0.9400000000000002,10.72,-4.446000000000001,-1.23,0.57,6.2,3.22,WIN
1,Scotland,1998.0,Group stage,0.67,1.77,-1.1,0.33,1.64,-1.3099999999999998,0.33,1.64,-1.3099999999999998,28269.0,3.15,240.69,0.34,77.42,0.32,12.277,-1.68,10.72,-1.23,6.2,5087.0,23182.0,0.34,2.81,20.37,220.32,1.43,-1.09,69.59,7.829999999999998,0.49,-0.1699999999999999,20.92,-8.643000000000002,-2.62,0.9400000000000002,6.274,4.446000000000001,-0.66,-0.57,9.42,-3.22,LOSS
2,Morocco,1998.0,Group stage,1.67,1.0,0.6699999999999999,1.67,0.5,1.17,1.67,0.75,0.92,1472.0,7.24,63.1,1.39,68.11,0.69,22.946,-1.28,6.442,-1.26,13.61,34788.0,-33316.0,2.62,4.62,7.14,55.96,0.69,0.7,78.5,-10.39,0.27,0.4199999999999999,13.215,9.731000000000002,-1.5,0.2199999999999999,9.984,-3.542,-1.1,-0.1599999999999999,3.74,9.87,DRAW
3,Norway,1998.0,Group stage,1.0,1.67,-0.6699999999999999,0.5,1.67,-1.17,0.75,1.67,-0.92,34788.0,2.62,7.14,0.69,78.5,0.27,13.215,-1.5,9.984,-1.1,3.74,1472.0,33316.0,7.24,-4.62,63.1,-55.96,1.39,-0.7,68.11,10.39,0.69,-0.4199999999999999,22.946,-9.731000000000002,-1.28,-0.2199999999999999,6.442,3.542,-1.26,0.1599999999999999,13.61,-9.87,DRAW
4,Italy,1998.0,Group stage,1.5,1.25,0.25,1.13,0.5,0.6299999999999999,1.31,1.25,0.06,22318.0,1.81,188.97,0.01,79.1,0.38,9.317,0.57,9.887,-0.24,12.12,5474.0,16844.0,4.18,-2.37,20.06,168.91,1.2,-1.19,75.93,3.1699999999999875,0.36,0.02,17.515,-8.198,-2.8,3.37,5.348,4.539000000000001,0.13,-0.37,7.31,4.81,DRAW
5,Chile,1998.0,Group stage,1.25,1.5,-0.25,0.5,1.13,-0.6299999999999999,1.25,1.31,-0.06,5474.0,4.18,20.06,1.2,75.93,0.36,17.515,-2.8,5.348,0.13,7.31,22318.0,-16844.0,1.81,2.37,188.97,-168.91,0.01,1.19,79.1,-3.1699999999999875,0.38,-0.02,9.317,8.198,0.57,-3.37,9.887,-4.539000000000001,-0.24,0.37,12.12,-4.81,DRAW
6,Cameroon,1998.0,Group stage,0.67,1.0,-0.3299999999999999,0.33,0.67,-0.34,0.67,0.67,0.0,767.0,4.73,30.92,2.69,51.01,0.37,41.697,-0.32,14.662,-1.44,7.82,27362.0,-26595.0,3.58,1.1500000000000004,95.27,-64.35,0.19,2.5,77.81,-26.800000000000004,0.36,0.01,10.22,31.477000000000004,-1.5,1.18,9.909,4.753,-1.16,-0.28,5.52,2.3000000000000007,DRAW
7,Austria,1998.0,Group stage,1.0,0.67,0.3299999999999999,0.67,0.33,0.34,0.67,0.67,0.0,27362.0,3.58,95.27,0.19,77.81,0.36,10.22,-1.5,9.909,-1.16,5.52,767.0,26595.0,4.73,-1.1500000000000004,30.92,64.35,2.69,-2.5,51.01,26.800000000000004,0.37,-0.01,41.697,-31.477000000000004,-0.32,-1.18,14.662,-4.753,-1.44,0.28,7.82,-2.3000000000000007,DRAW
8,Paraguay,1998.0,Group stage,0.69,0.33,0.3599999999999999,0.69,0.33,0.3599999999999999,0.69,0.33,0.3599999999999999,1301.0,-0.02,12.36,2.08,70.19,0.35,28.252,-2.74,5.611,-0.95,4.42,1820.0,-519.0,3.79,-3.81,73.53,-61.17,-0.88,2.96,71.22,-1.0300000000000011,0.35,0.0,8.355,19.897,0.78,-3.5200000000000005,14.342,-8.731000000000002,0.04,-0.99,12.2,-7.779999999999999,DRAW
9,Bulgaria,1998.0,Group stage,0.33,0.69,-0.3599999999999999,0.33,0.69,-0.3599999999999999,0.33,0.69,-0.3599999999999999,1820.0,3.79,73.53,-0.88,71.22,0.35,8.355,0.78,14.342,0.04,12.2,1301.0,519.0,-0.02,3.81,12.36,61.17,2.08,-2.96,70.19,1.0300000000000011,0.35,0.0,28.252,-19.897,-2.74,3.5200000000000005,5.611,8.731000000000002,-0.95,0.99,4.42,7.779999999999999,DRAW
10,Saudi Arabia,1998.0,Group stage,0.67,1.8,-1.13,0.0,1.2,-1.2,0.0,1.6,-1.6,7419.0,2.89,9.77,2.62,72.12,0.31,27.475,-2.0,3.813,-1.35,4.72,40459.0,-33040.0,0.39,2.5,123.95,-114.18,0.39,2.23,76.38,-4.259999999999991,0.32,-0.01,12.502,14.973,-1.01,-0.99,11.221,-7.407999999999999,-1.11,-0.24,5.04,-0.3200000000000003,LOSS
11,Denmark,1998.0,Group stage,1.8,0.67,1.13,1.2,0.0,1.2,1.6,0.0,1.6,40459.0,0.39,123.95,0.39,76.38,0.32,12.502,-1.01,11.221,-1.11,5.04,7419.0,33040.0,2.89,-2.5,9.77,114.18,2.62,-2.23,72.12,4.259999999999991,0.31,0.01,27.475,-14.973,-2.0,0.99,3.813,7.407999999999999,-1.35,0.24,4.72,0.3200000000000003,WIN
12,France,1998.0,Group stage,1.83,1.0,0.8300000000000001,1.04,0.67,0.37,1.7,0.67,1.0299999999999998,24974.0,3.59,106.27,0.47,78.68,0.29,12.725,0.25,9.146,-0.6,12.07,3502.0,21472.0,0.5,3.09,38.03,68.24,1.12,-0.6500000000000001,57.96,20.72000000000001,-1.72,2.01,23.539,-10.814000000000002,-0.93,1.1800000000000002,10.998,-1.8519999999999983,6.04,-6.64,29.95,-17.88,WIN
13,South Africa,1998.0,Group stage,1.0,1.83,-0.8300000000000001,0.67,1.04,-0.37,0.67,1.7,-1.0299999999999998,3502.0,0.5,38.03,1.12,57.96,-1.72,23.539,-0.93,10.998,6.04,29.95,24974.0,-21472.0,3.59,-3.09,106.27,-68.24,0.47,0.6500000000000001,78.68,-20.72000000000001,0.29,-2.01,12.725,10.814000000000002,0.25,-1.1800000000000002,9.146,1.8519999999999983,-0.6,6.64,12.07,17.88,LOSS
14,Spain,1998.0,Group stage,2.33,1.25,1.08,1.67,0.75,0.92,2.0,1.25,0.75,15394.0,4.39,80.13,0.45,79.01,0.29,9.54,1.62,8.849,-0.14,18.67,469.0,14925.0,2.58,1.81,129.57,-49.44,2.58,-2.13,46.19,32.82000000000001,0.41,-0.12,43.211,-33.671,-0.15,1.77,18.023,-9.174,-0.99,0.85,4.0,14.670000000000002,LOSS
15,Nigeria,1998.0,Group stage,1.25,2.33,-1.08,0.75,1.67,-0.92,1.25,2.0,-0.75,469.0,2.58,129.57,2.58,46.19,0.41,43.211,-0.15,18.023,-0.99,4.0,15394.0,-14925.0,4.39,-1.81,80.13,49.44,0.45,2.13,79.01,-32.82000000000001,0.29,0.12,9.54,33.671,1.62,-1.77,8.849,9.174,-0.14,-0.85,18.67,-14.670000000000002,WIN
16,Korea Republic,1998.0,Group stage,0.67,2.0,-1.33,0.33,1.25,-0.92,0.67,1.75,-1.08,8282.0,-5.13,,,,,,,,,6.96,5481.0,2801.0,5.16,-10.29,49.04,,1.65,,73.69,,0.48,,24.503,,-1.66,,4.859,,-0.96,,3.73,3.23,LOSS
17,Mexico,1998.0,Group stage,2.0,0.67,1.33,1.25,0.33,0.92,1.75,0.67,1.08,5481.0,5.16,49.04,1.65,73.69,0.48,24.503,-1.66,4.859,-0.96,3.73,8282.0,-2801.0,-5.13,10.29,,,,,,,,,,,,,,,,,6.96,-3.23,WIN
18,Netherlands,1998.0,Group stage,1.77,1.0,0.77,1.64,0.33,1.3099999999999998,1.77,1.0,0.77,27886.0,4.66,380.66,0.57,78.01,0.21,12.347,-0.01,8.765,-0.22,4.39,25338.0,2548.0,1.96,2.7,334.89,45.77000000000004,0.35,0.2199999999999999,77.59,0.4200000000000017,0.26,-0.05,11.2,1.1470000000000002,-0.29,0.2799999999999999,10.326,-1.561,-0.3,0.0799999999999999,9.32,-4.930000000000001,DRAW
19,Belgium,1998.0,Group stage,1.0,1.77,-0.77,0.33,1.64,-1.3099999999999998,1.0,1.77,-0.77,25338.0,1.96,334.89,0.35,77.59,0.26,11.2,-0.29,10.326,-0.3,9.32,27886.0,-2548.0,4.66,-2.7,380.66,-45.77000000000004,0.57,-0.2199999999999999,78.01,-0.4200000000000017,0.21,0.05,12.347,-1.1470000000000002,-0.01,-0.2799999999999999,8.765,1.561,-0.22,-0.0799999999999999,4.39,4.930000000000001,DRAW
20,Argentina,1998.0,Group stage,1.87,0.33,1.54,1.31,0.33,0.98,1.5,0.33,1.17,7775.0,-3.39,13.18,1.16,73.3,0.25,19.83,-0.85,7.876,-0.2,12.65,32424.0,-24649.0,-1.27,-2.12,334.83,-321.65,0.2,0.96,80.77,-7.469999999999999,0.32,-0.07,9.317,10.512999999999998,-1.12,0.2700000000000001,7.531,0.3450000000000006,1.24,-1.44,4.1,8.55,WIN
21,Japan,1998.0,Group stage,0.33,1.87,-1.54,0.33,1.31,-0.98,0.33,1.5,-1.17,32424.0,-1.27,334.83,0.2,80.77,0.32,9.317,-1.12,7.531,1.24,4.1,7775.0,24649.0,-3.39,2.12,13.18,321.65,1.16,-0.96,73.3,7.469999999999999,0.25,0.07,19.83,-10.512999999999998,-0.85,-0.2700000000000001,7.876,-0.3450000000000006,-0.2,1.44,12.65,-8.55,LOSS
22,Yugoslavia,1998.0,Group stage,1.25,0.67,0.58,0.0,0.67,-0.67,1.25,0.67,0.58,,,,,,,,,,,,1757.0,,2.0,,,,,,,,,,,,,,,,,,10.38,,WIN
23,IR Iran,1998.0,Group stage,0.67,1.25,-0.58,0.67,0.0,0.67,0.67,1.25,-0.58,1757.0,2.0,,,,,,,,,10.38,,,,,,,,,,,,,,,,,,,,,,,LOSS
24,Jamaica,1998.0,Group stage,1.0,1.57,-0.5700000000000001,0.67,1.29,-0.62,1.0,1.43,-0.4299999999999999,3368.0,-2.33,236.24,0.76,74.13,0.0,22.224,-2.45,6.379,1.84,15.5,5691.0,-2323.0,2.21,-4.54,52.29,183.95,-1.17,1.93,74.64,-0.5100000000000051,0.1,-0.1,10.56,11.664,-2.6,0.1499999999999999,11.01,-4.631,1.33,0.51,11.39,4.109999999999999,LOSS
25,Croatia,1998.0,Group stage,1.57,1.0,0.5700000000000001,1.29,0.67,0.62,1.43,1.0,0.4299999999999999,5691.0,2.21,52.29,-1.17,74.64,0.1,10.56,-2.6,11.01,1.33,11.39,3368.0,2323.0,-2.33,4.54,236.24,-183.95,0.76,-1.93,74.13,0.5100000000000051,0.0,0.1,22.224,-11.664,-2.45,-0.1499999999999999,6.379,4.631,1.84,-0.51,15.5,-4.109999999999999,WIN
26,England,1998.0,Group stage,1.62,0.33,1.29,0.69,0.0,0.69,1.38,0.0,1.38,28269.0,3.15,240.69,0.34,77.42,0.32,12.277,-1.68,10.72,-1.23,6.2,2293.0,25976.0,4.78,-1.6300000000000003,59.83,180.86,1.15,-0.8099999999999998,72.69,4.730000000000004,0.36,-0.0399999999999999,18.287,-6.01,-2.24,0.5600000000000003,5.521,5.199000000000001,0.75,-1.98,15.61,-9.41,WIN
27,Tunisia,1998.0,Group stage,0.33,1.62,-1.29,0.0,0.69,-0.69,0.0,1.38,-1.38,2293.0,4.78,59.83,1.15,72.69,0.36,18.287,-2.24,5.521,0.75,15.61,28269.0,-25976.0,3.15,1.6300000000000003,240.69,-180.86,0.34,0.8099999999999998,77.42,-4.730000000000004,0.32,0.0399999999999999,12.277,6.01,-1.68,-0.5600000000000003,10.72,-5.199000000000001,-1.23,1.98,6.2,9.41,LOSS
28,Romania,1998.0,Group stage,1.0,0.33,0.6699999999999999,0.5,0.33,0.1699999999999999,1.0,0.33,0.6699999999999999,1852.0,-2.03,92.45,-0.55,70.05,0.51,10.038,-0.6,12.249,-0.29,5.63,2566.0,-714.0,0.57,-2.6,33.79,58.66,1.69,-2.24,72.43,-2.3800000000000097,0.42,0.09,23.017,-12.979,-2.21,1.61,5.268,6.981000000000001,-0.59,0.3,15.0,-9.37,WIN
29,Colombia,1998.0,Group stage,0.33,1.0,-0.6699999999999999,0.33,0.5,-0.1699999999999999,0.33,1.0,-0.6699999999999999,2566.0,0.57,33.79,1.69,72.43,0.42,23.017,-2.21,5.268,-0.59,15.0,1852.0,714.0,-2.03,2.6,92.45,-58.66,-0.55,2.24,70.05,2.3800000000000097,0.51,-0.09,10.038,12.979,-0.6,-1.61,12.249,-6.981000000000001,-0.29,-0.3,5.63,9.37,LOSS
30,Germany,1998.0,Group stage,1.4,0.33,1.0699999999999998,1.0,0.33,0.6699999999999999,1.4,0.33,1.0699999999999998,27289.0,2.01,228.08,0.04,77.57,0.34,9.412,-1.62,10.61,-0.68,9.79,32854.0,-5565.0,4.48,-2.4700000000000006,28.4,199.68,1.21,-1.17,76.61,0.9599999999999936,0.19,0.15,14.232,-4.819999999999999,-0.35,-1.27,8.631,1.9789999999999992,-0.32,-0.36,4.51,5.279999999999999,WIN
31,United States,1998.0,Group stage,0.33,1.4,-1.0699999999999998,0.33,1.0,-0.6699999999999999,0.33,1.4,-1.0699999999999998,32854.0,4.48,28.4,1.21,76.61,0.19,14.232,-0.35,8.631,-0.32,4.51,27289.0,5565.0,2.01,2.4700000000000006,228.08,-199.68,0.04,1.17,77.57,-0.9599999999999936,0.34,-0.15,9.412,4.819999999999999,-1.62,1.27,10.61,-1.9789999999999992,-0.68,0.36,9.79,-5.279999999999999,LOSS
32,Scotland,1998.0,Group stage,0.67,1.0,-0.3299999999999999,0.33,0.5,-0.1699999999999999,0.33,0.75,-0.42,28269.0,3.15,240.69,0.34,77.42,0.32,12.277,-1.68,10.72,-1.23,6.2,34788.0,-6519.0,2.62,0.5299999999999998,7.14,233.55,0.69,-0.3499999999999999,78.5,-1.0799999999999983,0.27,0.0499999999999999,13.215,-0.9380000000000006,-1.5,-0.1799999999999999,9.984,0.7360000000000007,-1.1,-0.1299999999999999,3.74,2.46,DRAW
33,Norway,1998.0,Group stage,1.0,0.67,0.3299999999999999,0.5,0.33,0.1699999999999999,0.75,0.33,0.42,34788.0,2.62,7.14,0.69,78.5,0.27,13.215,-1.5,9.984,-1.1,3.74,28269.0,6519.0,3.15,-0.5299999999999998,240.69,-233.55,0.34,0.3499999999999999,77.42,1.0799999999999983,0.32,-0.0499999999999999,12.277,0.9380000000000006,-1.68,0.1799999999999999,10.72,-0.7360000000000007,-1.23,0.1299999999999999,6.2,-2.46,DRAW
34,Brazil,1998.0,Group stage,1.77,1.67,0.1,1.64,1.67,-0.03,1.64,1.67,-0.03,5087.0,0.34,20.37,1.43,69.59,0.49,20.92,-2.62,6.274,-0.66,9.42,1472.0,3615.0,7.24,-6.9,63.1,-42.73,1.39,0.04,68.11,1.480000000000004,0.69,-0.1999999999999999,22.946,-2.026,-1.28,-1.34,6.442,-0.1680000000000001,-1.26,0.6,13.61,-4.19,WIN
35,Morocco,1998.0,Group stage,1.67,1.77,-0.1,1.67,1.64,0.03,1.67,1.64,0.03,1472.0,7.24,63.1,1.39,68.11,0.69,22.946,-1.28,6.442,-1.26,13.61,5087.0,-3615.0,0.34,6.9,20.37,42.73,1.43,-0.04,69.59,-1.480000000000004,0.49,0.1999999999999999,20.92,2.026,-2.62,1.34,6.274,0.1680000000000001,-0.66,-0.6,9.42,4.19,LOSS
36,Chile,1998.0,Group stage,1.25,1.0,0.25,0.5,0.67,-0.17,1.25,0.67,0.58,5474.0,4.18,20.06,1.2,75.93,0.36,17.515,-2.8,5.348,0.13,7.31,27362.0,-21888.0,3.58,0.5999999999999996,95.27,-75.21,0.19,1.01,77.81,-1.8799999999999957,0.36,0.0,10.22,7.295,-1.5,-1.2999999999999998,9.909,-4.561000000000001,-1.16,1.29,5.52,1.79,DRAW
37,Austria,1998.0,Group stage,1.0,1.25,-0.25,0.67,0.5,0.17,0.67,1.25,-0.58,27362.0,3.58,95.27,0.19,77.81,0.36,10.22,-1.5,9.909,-1.16,5.52,5474.0,21888.0,4.18,-0.5999999999999996,20.06,75.21,1.2,-1.01,75.93,1.8799999999999957,0.36,0.0,17.515,-7.295,-2.8,1.2999999999999998,5.348,4.561000000000001,0.13,-1.29,7.31,-1.79,DRAW
38,Italy,1998.0,Group stage,1.5,0.67,0.83,1.13,0.33,0.7999999999999998,1.31,0.67,0.64,22318.0,1.81,188.97,0.01,79.1,0.38,9.317,0.57,9.887,-0.24,12.12,767.0,21551.0,4.73,-2.9200000000000004,30.92,158.05,2.69,-2.68,51.01,28.09,0.37,0.01,41.697,-32.38,-0.32,0.8899999999999999,14.662,-4.775,-1.44,1.2,7.82,4.299999999999999,WIN
39,Cameroon,1998.0,Group stage,0.67,1.5,-0.83,0.33,1.13,-0.7999999999999998,0.67,1.31,-0.64,767.0,4.73,30.92,2.69,51.01,0.37,41.697,-0.32,14.662,-1.44,7.82,22318.0,-21551.0,1.81,2.9200000000000004,188.97,-158.05,0.01,2.68,79.1,-28.09,0.38,-0.01,9.317,32.38,0.57,-0.8899999999999999,9.887,4.775,-0.24,-1.2,12.12,-4.299999999999999,LOSS
40,South Africa,1998.0,Group stage,1.0,1.8,-0.8,0.67,1.2,-0.5299999999999999,0.67,1.6,-0.93,3502.0,0.5,38.03,1.12,57.96,-1.72,23.539,-0.93,10.998,6.04,29.95,40459.0,-36957.0,0.39,0.1099999999999999,123.95,-85.92,0.39,0.7300000000000001,76.38,-18.419999999999995,0.32,-2.04,12.502,11.037,-1.01,0.0799999999999999,11.221,-0.2230000000000007,-1.11,7.15,5.04,24.91,DRAW
41,Denmark,1998.0,Group stage,1.8,1.0,0.8,1.2,0.67,0.5299999999999999,1.6,0.67,0.93,40459.0,0.39,123.95,0.39,76.38,0.32,12.502,-1.01,11.221,-1.11,5.04,3502.0,36957.0,0.5,-0.1099999999999999,38.03,85.92,1.12,-0.7300000000000001,57.96,18.419999999999995,-1.72,2.04,23.539,-11.037,-0.93,-0.0799999999999999,10.998,0.2230000000000007,6.04,-7.15,29.95,-24.91,DRAW
42,France,1998.0,Group stage,1.83,0.67,1.16,1.04,0.0,1.04,1.7,0.0,1.7,24974.0,3.59,106.27,0.47,78.68,0.29,12.725,0.25,9.146,-0.6,12.07,7419.0,17555.0,2.89,0.6999999999999997,9.77,96.5,2.62,-2.1500000000000004,72.12,6.560000000000002,0.31,-0.02,27.475,-14.750000000000002,-2.0,2.25,3.813,5.333,-1.35,0.7500000000000001,4.72,7.35,WIN
43,Saudi Arabia,1998.0,Group stage,0.67,1.83,-1.16,0.0,1.04,-1.04,0.0,1.7,-1.7,7419.0,2.89,9.77,2.62,72.12,0.31,27.475,-2.0,3.813,-1.35,4.72,24974.0,-17555.0,3.59,-0.6999999999999997,106.27,-96.5,0.47,2.1500000000000004,78.68,-6.560000000000002,0.29,0.02,12.725,14.750000000000002,0.25,-2.25,9.146,-5.333,-0.6,-0.7500000000000001,12.07,-7.35,LOSS
44,Nigeria,1998.0,Group stage,1.25,0.33,0.92,0.75,0.33,0.42,1.25,0.33,0.92,469.0,2.58,129.57,2.58,46.19,0.41,43.211,-0.15,18.023,-0.99,4.0,1820.0,-1351.0,3.79,-1.21,73.53,56.03999999999999,-0.88,3.46,71.22,-25.03,0.35,0.06,8.355,34.855999999999995,0.78,-0.93,14.342,3.680999999999999,0.04,-1.03,12.2,-8.2,WIN
45,Bulgaria,1998.0,Group stage,0.33,1.25,-0.92,0.33,0.75,-0.42,0.33,1.25,-0.92,1820.0,3.79,73.53,-0.88,71.22,0.35,8.355,0.78,14.342,0.04,12.2,469.0,1351.0,2.58,1.21,129.57,-56.03999999999999,2.58,-3.46,46.19,25.03,0.41,-0.06,43.211,-34.855999999999995,-0.15,0.93,18.023,-3.680999999999999,-0.99,1.03,4.0,8.2,LOSS
46,Spain,1998.0,Group stage,2.33,0.69,1.64,1.67,0.69,0.98,2.0,0.69,1.31,15394.0,4.39,80.13,0.45,79.01,0.29,9.54,1.62,8.849,-0.14,18.67,1301.0,14093.0,-0.02,4.409999999999999,12.36,67.77,2.08,-1.63,70.19,8.820000000000007,0.35,-0.06,28.252,-18.712,-2.74,4.36,5.611,3.2380000000000004,-0.95,0.8099999999999999,4.42,14.250000000000002,DRAW
47,Paraguay,1998.0,Group stage,0.69,2.33,-1.64,0.69,1.67,-0.98,0.69,2.0,-1.31,1301.0,-0.02,12.36,2.08,70.19,0.35,28.252,-2.74,5.611,-0.95,4.42,15394.0,-14093.0,4.39,-4.409999999999999,80.13,-67.77,0.45,1.63,79.01,-8.820000000000007,0.29,0.06,9.54,18.712,1.62,-4.36,8.849,-3.2380000000000004,-0.14,-0.8099999999999999,18.67,-14.250000000000002,DRAW
48,Japan,1998.0,Group stage,0.33,1.57,-1.24,0.33,1.29,-0.96,0.33,1.43,-1.1,32424.0,-1.27,334.83,0.2,80.77,0.32,9.317,-1.12,7.531,1.24,4.1,5691.0,26733.0,2.21,-3.48,52.29,282.54,-1.17,1.37,74.64,6.129999999999996,0.1,0.22,10.56,-1.2430000000000003,-2.6,1.48,11.01,-3.479,1.33,-0.09,11.39,-7.290000000000001,LOSS
49,Croatia,1998.0,Group stage,1.57,0.33,1.24,1.29,0.33,0.96,1.43,0.33,1.1,5691.0,2.21,52.29,-1.17,74.64,0.1,10.56,-2.6,11.01,1.33,11.39,32424.0,-26733.0,-1.27,3.48,334.83,-282.54,0.2,-1.37,80.77,-6.129999999999996,0.32,-0.22,9.317,1.2430000000000003,-1.12,-1.48,7.531,3.479,1.24,0.09,4.1,7.290000000000001,WIN
50,Belgium,1998.0,Group stage,1.0,2.0,-1.0,0.33,1.25,-0.92,1.0,1.75,-0.75,25338.0,1.96,334.89,0.35,77.59,0.26,11.2,-0.29,10.326,-0.3,9.32,5481.0,19857.0,5.16,-3.2,49.04,285.85,1.65,-1.2999999999999998,73.69,3.9000000000000057,0.48,-0.2199999999999999,24.503,-13.303,-1.66,1.37,4.859,5.4670000000000005,-0.96,0.6599999999999999,3.73,5.59,DRAW
51,Mexico,1998.0,Group stage,2.0,1.0,1.0,1.25,0.33,0.92,1.75,1.0,0.75,5481.0,5.16,49.04,1.65,73.69,0.48,24.503,-1.66,4.859,-0.96,3.73,25338.0,-19857.0,1.96,3.2,334.89,-285.85,0.35,1.2999999999999998,77.59,-3.9000000000000057,0.26,0.2199999999999999,11.2,13.303,-0.29,-1.37,10.326,-5.4670000000000005,-0.3,-0.6599999999999999,9.32,-5.59,DRAW
52,Netherlands,1998.0,Group stage,1.77,0.67,1.1,1.64,0.33,1.3099999999999998,1.77,0.67,1.1,27886.0,4.66,380.66,0.57,78.01,0.21,12.347,-0.01,8.765,-0.22,4.39,8282.0,19604.0,-5.13,9.79,,,,,,,,,,,,,,,,,6.96,-2.5700000000000003,WIN
53,Korea Republic,1998.0,Group stage,0.67,1.77,-1.1,0.33,1.64,-1.3099999999999998,0.67,1.77,-1.1,8282.0,-5.13,,,,,,,,,6.96,27886.0,-19604.0,4.66,-9.79,380.66,,0.57,,78.01,,0.21,,12.347,,-0.01,,8.765,,-0.22,,4.39,2.5700000000000003,LOSS
54,Germany,1998.0,Group stage,1.4,1.25,0.1499999999999999,1.0,0.0,1.0,1.4,1.25,0.1499999999999999,27289.0,2.01,228.08,0.04,77.57,0.34,9.412,-1.62,10.61,-0.68,9.79,,,,,,,,,,,,,,,,,,,,,,,DRAW
55,Yugoslavia,1998.0,Group stage,1.25,1.4,-0.1499999999999999,0.0,1.0,-1.0,1.25,1.4,-0.1499999999999999,,,,,,,,,,,,27289.0,,2.01,,228.08,,0.04,,77.57,,0.34,,9.412,,-1.62,,10.61,,-0.68,,9.79,,DRAW
56,Argentina,1998.0,Group stage,1.87,1.0,0.8700000000000001,1.31,0.67,0.64,1.5,1.0,0.5,7775.0,-3.39,13.18,1.16,73.3,0.25,19.83,-0.85,7.876,-0.2,12.65,3368.0,4407.0,-2.33,-1.06,236.24,-223.06,0.76,0.3999999999999999,74.13,-0.8299999999999983,0.0,0.25,22.224,-2.394000000000002,-2.45,1.6,6.379,1.4970000000000008,1.84,-2.04,15.5,-2.85,WIN
