,Team,Year,Round,Goals / 90,Opponent Goals / 90,Goals / 90 Difference,Assists / 90,Opponent Assists / 90,Assists / 90 Difference,Goals Minus Penalty Kicks / 90,Opponent Goals Minus Penalty Kicks / 90,Goals Minus Penalty Kicks / 90 Difference,GDP Per Capita,GDP Growth Rate (%),Population Density,Population Density Growth Rate (%),Life Expectancy,Life Expectancy Growth Rate (%),Birth Rate,Birth Rate Growth Rate (%),Death Rate,Death Rate Growth Rate (%),Unemployment Rate,Opponent GDP Per Capita,GDP Per Capita Difference,Opponent GDP Growth Rate (%),GDP Growth Rate (%) Difference,Opponent Population Density,Population Density Difference,Opponent Population Density Growth Rate (%),Population Density Growth Rate (%) Difference,Opponent Life Expectancy,Life Expectancy Difference,Opponent Life Expectancy Growth Rate (%),Life Expectancy Growth Rate (%) Difference,Opponent Birth Rate,Birth Rate Difference,Opponent Birth Rate Growth Rate (%),Birth Rate Growth Rate (%) Difference,Opponent Death Rate,Death Rate Difference,Opponent Death Rate Growth Rate (%),Death Rate Growth Rate (%) Difference,Opponent Unemployment Rate,Unemployment Rate Difference,Result
29,Colombia,1994.0,Group stage,1.33,0.5,0.8300000000000001,,,,1.33,0.5,0.8300000000000001,2285.0,5.81,31.5,1.91,70.97,0.55,25.285,-2.25,5.54,-1.42,8.25,27695.0,-25410.0,4.03,1.7799999999999994,27.02,4.48,1.29,0.6199999999999999,75.98,-5.010000000000005,0.22,0.33,14.983,10.302,-1.54,-0.71,8.754,-3.2139999999999995,-0.35,-1.0699999999999998,6.12,2.13,LOSS
30,Korea Republic,1994.0,Group stage,1.33,0.33,1.0,,,,1.33,0.33,1.0,10385.0,9.27,,,,,,,,,2.48,801.0,9584.0,4.67,4.6,7.14,,1.92,,58.95,,1.1,,33.075,,-1.51,,11.09,,-2.86,,3.08,-0.6000000000000001,DRAW
31,Bolivia,1994.0,Group stage,0.33,1.33,-1.0,,,,0.33,1.33,-1.0,801.0,4.67,7.14,1.92,58.95,1.1,33.075,-1.51,11.09,-2.86,3.08,10385.0,-9584.0,9.27,-4.6,,,,,,,,,,,,,,,,,2.48,0.6000000000000001,DRAW
32,Brazil,1994.0,Group stage,1.5,1.0,0.5,,,,1.36,1.0,0.3600000000000001,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,673.0,2622.0,1.88,3.97,27.79,-8.59,2.82,-1.2499999999999998,51.89,16.209999999999994,-0.68,1.2400000000000002,42.978,-20.328000000000003,-0.88,-0.8099999999999999,14.533,-7.994,0.8,-1.93,7.81,-1.6399999999999997,WIN
33,Cameroon,1994.0,Group stage,1.0,1.5,-0.5,,,,1.0,1.36,-0.3600000000000001,673.0,1.88,27.79,2.82,51.89,-0.68,42.978,-0.88,14.533,0.8,7.81,3295.0,-2622.0,5.85,-3.97,19.2,8.59,1.57,1.2499999999999998,68.1,-16.209999999999994,0.56,-1.2400000000000002,22.65,20.328000000000003,-1.69,0.8099999999999999,6.539,7.994,-1.13,1.93,6.17,1.6399999999999997,LOSS
34,Sweden,1994.0,Group stage,2.05,2.33,-0.2800000000000002,,,,1.91,1.67,0.24,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,2662.0,23422.0,-12.57,16.5,8.69,10.89,-0.18,0.5800000000000001,66.23,12.39,-0.27,0.56,10.076,2.196,-3.71,-1.21,13.811,-2.9730000000000008,1.97,-2.5,8.13,1.4499999999999993,WIN
35,Russia,1994.0,Group stage,2.33,2.05,0.2800000000000002,,,,1.67,1.91,-0.24,2662.0,-12.57,8.69,-0.18,66.23,-0.27,10.076,-3.71,13.811,1.97,8.13,26084.0,-23422.0,3.93,-16.5,19.58,-10.89,0.4,-0.5800000000000001,78.62,-12.39,0.29,-0.56,12.272,-2.196,-4.92,1.21,10.838,2.9730000000000008,-0.53,2.5,9.58,-1.4499999999999993,LOSS
36,Belgium,1994.0,Group stage,1.0,1.6,-0.6000000000000001,,,,1.0,1.6,-0.6000000000000001,24209.0,3.23,330.66,0.26,76.8,0.26,11.66,-1.2,10.443,-0.28,9.65,24646.0,-437.0,2.96,0.27,371.85,-41.19,0.63,-0.37,77.49,-0.6899999999999977,0.15,0.11,12.643,-0.9830000000000004,-0.78,-0.4199999999999999,8.726,1.7169999999999987,0.23,-0.51,7.16,2.49,WIN
37,Netherlands,1994.0,Group stage,1.6,1.0,0.6000000000000001,,,,1.6,1.0,0.6000000000000001,24646.0,2.96,371.85,0.63,77.49,0.15,12.643,-0.78,8.726,0.23,7.16,24209.0,437.0,3.23,-0.27,330.66,41.19,0.26,0.37,76.8,0.6899999999999977,0.26,-0.11,11.66,0.9830000000000004,-1.2,0.4199999999999999,10.443,-1.7169999999999987,-0.28,0.51,9.65,-2.49,LOSS
38,Saudi Arabia,1994.0,Group stage,1.25,0.67,0.58,,,,1.0,0.67,0.3299999999999999,7421.0,0.56,8.79,2.84,70.83,0.51,31.221,-3.29,4.243,-2.88,6.41,1327.0,6094.0,10.59,-10.03,59.57,-50.78,1.52,1.3199999999999998,66.64,4.189999999999998,0.51,0.0,25.759,5.462,-3.15,-0.1400000000000001,6.777,-2.534,-1.24,-1.64,12.94,-6.529999999999999,WIN
39,Morocco,1994.0,Group stage,0.67,1.25,-0.58,,,,0.67,1.0,-0.3299999999999999,1327.0,10.59,59.57,1.52,66.64,0.51,25.759,-3.15,6.777,-1.24,12.94,7421.0,-6094.0,0.56,10.03,8.79,50.78,2.84,-1.3199999999999998,70.83,-4.189999999999998,0.51,0.0,31.221,-5.462,-3.29,0.1400000000000001,4.243,2.534,-2.88,1.64,6.41,6.529999999999999,LOSS
40,Argentina,1994.0,Group stage,2.0,1.62,0.3799999999999999,,,,1.5,1.62,-0.1200000000000001,7409.0,-2.85,12.57,1.33,72.54,0.27,21.053,-1.64,7.974,-0.34,11.76,321.0,7088.0,-1.81,-1.04,117.12,-104.55,2.59,-1.2599999999999998,45.92,26.620000000000005,0.06,0.21,43.561,-22.508,-0.22,-1.42,18.374,-10.4,-0.3,-0.04,4.09,7.67,WIN
41,Nigeria,1994.0,Group stage,1.62,2.0,-0.3799999999999999,,,,1.62,1.5,0.1200000000000001,321.0,-1.81,117.12,2.59,45.92,0.06,43.561,-0.22,18.374,-0.3,4.09,7409.0,-7088.0,-2.85,1.04,12.57,104.55,1.33,1.2599999999999998,72.54,-26.620000000000005,0.27,-0.21,21.053,22.508,-1.64,1.42,7.974,10.4,-0.34,0.04,11.76,-7.67,LOSS
42,Bulgaria,1994.0,Group stage,1.36,0.0,1.36,,,,0.95,0.0,0.95,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,11091.0,-9943.0,2.0,-0.1799999999999999,81.3,-4.929999999999993,0.76,-1.59,77.66,-6.599999999999994,0.18,-0.22,10.054,-0.4120000000000008,-0.76,-3.7,9.076,4.456999999999999,0.11,1.9,8.86,3.940000000000001,WIN
43,Greece,1994.0,Group stage,0.0,1.36,-1.36,,,,0.0,0.95,-0.95,11091.0,2.0,81.3,0.76,77.66,0.18,10.054,-0.76,9.076,0.11,8.86,1148.0,9943.0,1.82,0.1799999999999999,76.37,4.929999999999993,-0.83,1.59,71.06,6.599999999999994,-0.04,0.22,9.642,0.4120000000000008,-4.46,3.7,13.533,-4.456999999999999,2.01,-1.9,12.8,-3.940000000000001,LOSS
44,United States,1994.0,Group stage,0.5,1.87,-1.37,,,,0.5,1.87,-1.37,27695.0,4.03,27.02,1.29,75.98,0.22,14.983,-1.54,8.754,-0.35,6.12,1323.0,26372.0,3.93,0.1,94.52,-67.5,-0.44,1.73,69.65,6.329999999999998,0.03,0.19,10.837,4.146000000000001,-2.22,0.6800000000000002,11.734,-2.9800000000000004,1.58,-1.93,8.17,-2.05,LOSS
45,Romania,1994.0,Group stage,1.87,0.5,1.37,,,,1.87,0.5,1.37,1323.0,3.93,94.52,-0.44,69.65,0.03,10.837,-2.22,11.734,1.58,8.17,27695.0,-26372.0,4.03,-0.1,27.02,67.5,1.29,-1.73,75.98,-6.329999999999998,0.22,-0.19,14.983,-4.146000000000001,-1.54,-0.6800000000000002,8.754,2.9800000000000004,-0.35,1.93,6.12,2.05,WIN
46,Switzerland,1994.0,Group stage,1.25,1.33,-0.08,,,,1.25,1.33,-0.08,43128.0,1.27,170.46,0.67,78.45,0.33,11.716,-1.29,9.102,-0.7,3.88,2285.0,40843.0,5.81,-4.539999999999999,31.5,138.96,1.91,-1.2399999999999998,70.97,7.480000000000004,0.55,-0.22,25.285,-13.569,-2.25,0.96,5.54,3.5620000000000003,-1.42,0.72,8.25,-4.37,LOSS
47,Colombia,1994.0,Group stage,1.33,1.25,0.08,,,,1.33,1.25,0.08,2285.0,5.81,31.5,1.91,70.97,0.55,25.285,-2.25,5.54,-1.42,8.25,43128.0,-40843.0,1.27,4.539999999999999,170.46,-138.96,0.67,1.2399999999999998,78.45,-7.480000000000004,0.33,0.22,11.716,13.569,-1.29,-0.96,9.102,-3.5620000000000003,-0.7,-0.72,3.88,4.37,WIN
48,Germany,1994.0,Group stage,1.8,1.33,0.47,,,,1.6,1.33,0.27,27077.0,2.39,226.87,0.3,76.51,0.35,9.761,-0.65,11.021,-1.01,8.73,10385.0,16692.0,9.27,-6.879999999999999,,,,,,,,,,,,,,,,,2.48,6.25,WIN
49,Korea Republic,1994.0,Group stage,1.33,1.8,-0.47,,,,1.33,1.6,-0.27,10385.0,9.27,,,,,,,,,2.48,27077.0,-16692.0,2.39,6.879999999999999,226.87,,0.3,,76.51,,0.35,,9.761,,-0.65,,11.021,,-1.01,,8.73,-6.25,LOSS
50,Bolivia,1994.0,Group stage,0.33,2.0,-1.67,,,,0.33,1.6,-1.27,801.0,4.67,7.14,1.92,58.95,1.1,33.075,-1.51,11.09,-2.86,3.08,13415.0,-12614.0,2.38,2.29,78.7,-71.56,0.48,1.44,78.09,-19.14,0.3,0.8,9.71,23.365,-1.09,-0.4199999999999999,8.692,2.398,0.66,-3.52,24.21,-21.130000000000003,LOSS
51,Spain,1994.0,Group stage,2.0,0.33,1.67,,,,1.6,0.33,1.27,13415.0,2.38,78.7,0.48,78.09,0.3,9.71,-1.09,8.692,0.66,24.21,801.0,12614.0,4.67,-2.29,7.14,71.56,1.92,-1.44,58.95,19.14,1.1,-0.8,33.075,-23.365,-1.51,0.4199999999999999,11.09,-2.398,-2.86,3.52,3.08,21.130000000000003,WIN
52,Italy,1994.0,Group stage,1.04,0.92,0.12,,,,0.91,0.69,0.22,19338.0,2.15,188.77,0.0,78.0,0.34,9.496,-0.8,9.811,0.35,11.09,5854.0,13484.0,4.94,-2.7900000000000005,45.8,142.97000000000003,1.87,-1.87,72.42,5.579999999999998,0.42,-0.0799999999999999,26.403,-16.906999999999996,-1.84,1.04,5.088,4.723,-1.18,1.5299999999999998,4.44,6.65,DRAW
53,Mexico,1994.0,Group stage,0.92,1.04,-0.12,,,,0.69,0.91,-0.22,5854.0,4.94,45.8,1.87,72.42,0.42,26.403,-1.84,5.088,-1.18,4.44,19338.0,-13484.0,2.15,2.7900000000000005,188.77,-142.97000000000003,0.0,1.87,78.0,-5.579999999999998,0.34,0.0799999999999999,9.496,16.906999999999996,-0.8,-1.04,9.811,-4.723,0.35,-1.5299999999999998,11.09,-6.65,DRAW
54,Russia,1994.0,Group stage,2.33,1.0,1.33,,,,1.67,1.0,0.6699999999999999,2662.0,-12.57,8.69,-0.18,66.23,-0.27,10.076,-3.71,13.811,1.97,8.13,673.0,1989.0,1.88,-14.45,27.79,-19.1,2.82,-3.0,51.89,14.340000000000003,-0.68,0.41,42.978,-32.902,-0.88,-2.83,14.533,-0.7219999999999995,0.8,1.17,7.81,0.3200000000000012,WIN
55,Cameroon,1994.0,Group stage,1.0,2.33,-1.33,,,,1.0,1.67,-0.6699999999999999,673.0,1.88,27.79,2.82,51.89,-0.68,42.978,-0.88,14.533,0.8,7.81,2662.0,-1989.0,-12.57,14.45,8.69,19.1,-0.18,3.0,66.23,-14.340000000000003,-0.27,-0.41,10.076,32.902,-3.71,2.83,13.811,0.7219999999999995,1.97,-1.17,8.13,-0.3200000000000012,LOSS
56,Brazil,1994.0,Group stage,1.5,2.05,-0.5499999999999998,,,,1.36,1.91,-0.5499999999999998,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,26084.0,-22789.0,3.93,1.9199999999999997,19.58,-0.379999999999999,0.4,1.17,78.62,-10.52000000000001,0.29,0.2700000000000001,12.272,10.377999999999998,-4.92,3.23,10.838,-4.299,-0.53,-0.5999999999999999,9.58,-3.41,DRAW
57,Sweden,1994.0,Group stage,2.05,1.5,0.5499999999999998,,,,1.91,1.36,0.5499999999999998,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,3295.0,22789.0,5.85,-1.9199999999999997,19.2,0.379999999999999,1.57,-1.17,68.1,10.52000000000001,0.56,-0.2700000000000001,22.65,-10.377999999999998,-1.69,-3.23,6.539,4.299,-1.13,0.5999999999999999,6.17,3.41,DRAW
58,Morocco,1994.0,Group stage,0.67,1.6,-0.93,,,,0.67,1.6,-0.93,1327.0,10.59,59.57,1.52,66.64,0.51,25.759,-3.15,6.777,-1.24,12.94,24646.0,-23319.0,2.96,7.63,371.85,-312.28000000000003,0.63,0.89,77.49,-10.849999999999994,0.15,0.36,12.643,13.116,-0.78,-2.37,8.726,-1.9490000000000007,0.23,-1.47,7.16,5.779999999999999,LOSS
59,Netherlands,1994.0,Group stage,1.6,0.67,0.93,,,,1.6,0.67,0.93,24646.0,2.96,371.85,0.63,77.49,0.15,12.643,-0.78,8.726,0.23,7.16,1327.0,23319.0,10.59,-7.63,59.57,312.28000000000003,1.52,-0.89,66.64,10.849999999999994,0.51,-0.36,25.759,-13.116,-3.15,2.37,6.777,1.9490000000000007,-1.24,1.47,12.94,-5.779999999999999,WIN
60,Belgium,1994.0,Group stage,1.0,1.25,-0.25,,,,1.0,1.0,0.0,24209.0,3.23,330.66,0.26,76.8,0.26,11.66,-1.2,10.443,-0.28,9.65,7421.0,16788.0,0.56,2.67,8.79,321.87,2.84,-2.58,70.83,5.969999999999999,0.51,-0.25,31.221,-19.561,-3.29,2.09,4.243,6.199999999999999,-2.88,2.6,6.41,3.24,LOSS
61,Saudi Arabia,1994.0,Group stage,1.25,1.0,0.25,,,,1.0,1.0,0.0,7421.0,0.56,8.79,2.84,70.83,0.51,31.221,-3.29,4.243,-2.88,6.41,24209.0,-16788.0,3.23,-2.67,330.66,-321.87,0.26,2.58,76.8,-5.969999999999999,0.26,0.25,11.66,19.561,-1.2,-2.09,10.443,-6.199999999999999,-0.28,-2.6,9.65,-3.24,WIN
62,Greece,1994.0,Group stage,0.0,1.62,-1.62,,,,0.0,1.62,-1.62,11091.0,2.0,81.3,0.76,77.66,0.18,10.054,-0.76,9.076,0.11,8.86,321.0,10770.0,-1.81,3.81,117.12,-35.82000000000001,2.59,-1.83,45.92,31.739999999999995,0.06,0.12,43.561,-33.507,-0.22,-0.54,18.374,-9.297999999999998,-0.3,0.41,4.09,4.77,LOSS
63,Nigeria,1994.0,Group stage,1.62,0.0,1.62,,,,1.62,0.0,1.62,321.0,-1.81,117.12,2.59,45.92,0.06,43.561,-0.22,18.374,-0.3,4.09,11091.0,-10770.0,2.0,-3.81,81.3,35.82000000000001,0.76,1.83,77.66,-31.739999999999995,0.18,-0.12,10.054,33.507,-0.76,0.54,9.076,9.297999999999998,0.11,-0.41,8.86,-4.77,WIN
64,Argentina,1994.0,Group stage,2.0,1.36,0.6399999999999999,,,,1.5,0.95,0.55,7409.0,-2.85,12.57,1.33,72.54,0.27,21.053,-1.64,7.974,-0.34,11.76,1148.0,6261.0,1.82,-4.67,76.37,-63.8,-0.83,2.16,71.06,1.480000000000004,-0.04,0.31,9.642,11.411,-4.46,2.8200000000000003,13.533,-5.558999999999999,2.01,-2.35,12.8,-1.040000000000001,LOSS
65,Bulgaria,1994.0,Group stage,1.36,2.0,-0.6399999999999999,,,,0.95,1.5,-0.55,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,7409.0,-6261.0,-2.85,4.67,12.57,63.8,1.33,-2.16,72.54,-1.480000000000004,0.27,-0.31,21.053,-11.411,-1.64,-2.8200000000000003,7.974,5.558999999999999,-0.34,2.35,11.76,1.040000000000001,WIN
66,Germany,1994.0,Round of 16,1.8,1.0,0.8,,,,1.6,1.0,0.6000000000000001,27077.0,2.39,226.87,0.3,76.51,0.35,9.761,-0.65,11.021,-1.01,8.73,24209.0,2868.0,3.23,-0.8399999999999999,330.66,-103.79000000000002,0.26,0.0399999999999999,76.8,-0.289999999999992,0.26,0.0899999999999999,11.66,-1.899000000000001,-1.2,0.5499999999999999,10.443,0.5780000000000012,-0.28,-0.73,9.65,-0.92,WIN
67,Belgium,1994.0,Round of 16,1.0,1.8,-0.8,,,,1.0,1.6,-0.6000000000000001,24209.0,3.23,330.66,0.26,76.8,0.26,11.66,-1.2,10.443,-0.28,9.65,27077.0,-2868.0,2.39,0.8399999999999999,226.87,103.79000000000002,0.3,-0.0399999999999999,76.51,0.289999999999992,0.35,-0.0899999999999999,9.761,1.899000000000001,-0.65,-0.5499999999999999,11.021,-0.5780000000000012,-1.01,0.73,8.73,0.92,LOSS
68,Spain,1994.0,Round of 16,2.0,1.25,0.75,,,,1.6,1.25,0.3500000000000001,13415.0,2.38,78.7,0.48,78.09,0.3,9.71,-1.09,8.692,0.66,24.21,43128.0,-29713.0,1.27,1.11,170.46,-91.76,0.67,-0.19,78.45,-0.3599999999999994,0.33,-0.03,11.716,-2.0059999999999985,-1.29,0.1999999999999999,9.102,-0.4100000000000001,-0.7,1.36,3.88,20.33,WIN
69,Switzerland,1994.0,Round of 16,1.25,2.0,-0.75,,,,1.25,1.6,-0.3500000000000001,43128.0,1.27,170.46,0.67,78.45,0.33,11.716,-1.29,9.102,-0.7,3.88,13415.0,29713.0,2.38,-1.11,78.7,91.76,0.48,0.19,78.09,0.3599999999999994,0.3,0.03,9.71,2.0059999999999985,-1.09,-0.1999999999999999,8.692,0.4100000000000001,0.66,-1.36,24.21,-20.33,LOSS
70,Saudi Arabia,1994.0,Round of 16,1.25,2.05,-0.7999999999999998,,,,1.0,1.91,-0.91,7421.0,0.56,8.79,2.84,70.83,0.51,31.221,-3.29,4.243,-2.88,6.41,26084.0,-18663.0,3.93,-3.37,19.58,-10.79,0.4,2.44,78.62,-7.790000000000006,0.29,0.22,12.272,18.949,-4.92,1.63,10.838,-6.594999999999999,-0.53,-2.35,9.58,-3.17,LOSS
71,Sweden,1994.0,Round of 16,2.05,1.25,0.7999999999999998,,,,1.91,1.0,0.91,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,7421.0,18663.0,0.56,3.37,8.79,10.79,2.84,-2.44,70.83,7.790000000000006,0.51,-0.22,31.221,-18.949,-3.29,-1.63,4.243,6.594999999999999,-2.88,2.35,6.41,3.17,WIN
72,Romania,1994.0,Round of 16,1.87,2.0,-0.1299999999999999,,,,1.87,1.5,0.3700000000000001,1323.0,3.93,94.52,-0.44,69.65,0.03,10.837,-2.22,11.734,1.58,8.17,7409.0,-6086.0,-2.85,6.78,12.57,81.94999999999999,1.33,-1.77,72.54,-2.890000000000001,0.27,-0.24,21.053,-10.216,-1.64,-0.5800000000000003,7.974,3.76,-0.34,1.92,11.76,-3.59,WIN
73,Argentina,1994.0,Round of 16,2.0,1.87,0.1299999999999999,,,,1.5,1.87,-0.3700000000000001,7409.0,-2.85,12.57,1.33,72.54,0.27,21.053,-1.64,7.974,-0.34,11.76,1323.0,6086.0,3.93,-6.78,94.52,-81.94999999999999,-0.44,1.77,69.65,2.890000000000001,0.03,0.24,10.837,10.216,-2.22,0.5800000000000003,11.734,-3.76,1.58,-1.92,8.17,3.59,LOSS
74,Brazil,1994.0,Round of 16,1.5,0.5,1.0,,,,1.36,0.5,0.8600000000000001,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,27695.0,-24400.0,4.03,1.8199999999999996,27.02,-7.82,1.29,0.28,75.98,-7.88000000000001,0.22,0.3400000000000001,14.983,7.666999999999998,-1.54,-0.1499999999999999,8.754,-2.215,-0.35,-0.7799999999999999,6.12,0.0499999999999998,WIN
75,United States,1994.0,Round of 16,0.5,1.5,-1.0,,,,0.5,1.36,-0.8600000000000001,27695.0,4.03,27.02,1.29,75.98,0.22,14.983,-1.54,8.754,-0.35,6.12,3295.0,24400.0,5.85,-1.8199999999999996,19.2,7.82,1.57,-0.28,68.1,7.88000000000001,0.56,-0.3400000000000001,22.65,-7.666999999999998,-1.69,0.1499999999999999,6.539,2.215,-1.13,0.7799999999999999,6.17,-0.0499999999999998,LOSS
76,Nigeria,1994.0,Round of 16,1.62,1.04,0.5800000000000001,,,,1.62,0.91,0.7100000000000001,321.0,-1.81,117.12,2.59,45.92,0.06,43.561,-0.22,18.374,-0.3,4.09,19338.0,-19017.0,2.15,-3.96,188.77,-71.65,0.0,2.59,78.0,-32.08,0.34,-0.28,9.496,34.065,-0.8,0.5800000000000001,9.811,8.562999999999999,0.35,-0.6499999999999999,11.09,-7.0,LOSS
77,Italy,1994.0,Round of 16,1.04,1.62,-0.5800000000000001,,,,0.91,1.62,-0.7100000000000001,19338.0,2.15,188.77,0.0,78.0,0.34,9.496,-0.8,9.811,0.35,11.09,321.0,19017.0,-1.81,3.96,117.12,71.65,2.59,-2.59,45.92,32.08,0.06,0.28,43.561,-34.065,-0.22,-0.5800000000000001,18.374,-8.562999999999999,-0.3,0.6499999999999999,4.09,7.0,WIN
78,Mexico,1994.0,Round of 16,0.92,1.36,-0.44,,,,0.69,0.95,-0.26,5854.0,4.94,45.8,1.87,72.42,0.42,26.403,-1.84,5.088,-1.18,4.44,1148.0,4706.0,1.82,3.12,76.37,-30.570000000000007,-0.83,2.7,71.06,1.3599999999999994,-0.04,0.4599999999999999,9.642,16.761,-4.46,2.62,13.533,-8.445,2.01,-3.1899999999999995,12.8,-8.36,LOSS
79,Bulgaria,1994.0,Round of 16,1.36,0.92,0.44,,,,0.95,0.69,0.26,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,5854.0,-4706.0,4.94,-3.12,45.8,30.570000000000007,1.87,-2.7,72.42,-1.3599999999999994,0.42,-0.4599999999999999,26.403,-16.761,-1.84,-2.62,5.088,8.445,-1.18,3.1899999999999995,4.44,8.36,WIN
80,Italy,1994.0,Quarter-finals,1.04,2.0,-0.96,,,,0.91,1.6,-0.6900000000000001,19338.0,2.15,188.77,0.0,78.0,0.34,9.496,-0.8,9.811,0.35,11.09,13415.0,5923.0,2.38,-0.2299999999999999,78.7,110.07,0.48,-0.48,78.09,-0.0900000000000034,0.3,0.04,9.71,-0.2140000000000004,-1.09,0.29,8.692,1.1189999999999998,0.66,-0.31,24.21,-13.12,WIN
81,Spain,1994.0,Quarter-finals,2.0,1.04,0.96,,,,1.6,0.91,0.6900000000000001,13415.0,2.38,78.7,0.48,78.09,0.3,9.71,-1.09,8.692,0.66,24.21,19338.0,-5923.0,2.15,0.2299999999999999,188.77,-110.07,0.0,0.48,78.0,0.0900000000000034,0.34,-0.04,9.496,0.2140000000000004,-0.8,-0.29,9.811,-1.1189999999999998,0.35,0.31,11.09,13.12,LOSS
82,Netherlands,1994.0,Quarter-finals,1.6,1.5,0.1,,,,1.6,1.36,0.24,24646.0,2.96,371.85,0.63,77.49,0.15,12.643,-0.78,8.726,0.23,7.16,3295.0,21351.0,5.85,-2.89,19.2,352.65000000000003,1.57,-0.94,68.1,9.39,0.56,-0.41,22.65,-10.006999999999998,-1.69,0.91,6.539,2.187000000000001,-1.13,1.36,6.17,0.9900000000000002,LOSS
83,Brazil,1994.0,Quarter-finals,1.5,1.6,-0.1,,,,1.36,1.6,-0.24,3295.0,5.85,19.2,1.57,68.1,0.56,22.65,-1.69,6.539,-1.13,6.17,24646.0,-21351.0,2.96,2.89,371.85,-352.65000000000003,0.63,0.94,77.49,-9.39,0.15,0.41,12.643,10.006999999999998,-0.78,-0.91,8.726,-2.187000000000001,0.23,-1.36,7.16,-0.9900000000000002,WIN
84,Bulgaria,1994.0,Quarter-finals,1.36,1.8,-0.4399999999999999,,,,0.95,1.6,-0.6500000000000001,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,27077.0,-25929.0,2.39,-0.5700000000000001,226.87,-150.5,0.3,-1.13,76.51,-5.450000000000003,0.35,-0.3899999999999999,9.761,-0.1189999999999997,-0.65,-3.81,11.021,2.5119999999999987,-1.01,3.02,8.73,4.07,WIN
85,Germany,1994.0,Quarter-finals,1.8,1.36,0.4399999999999999,,,,1.6,0.95,0.6500000000000001,27077.0,2.39,226.87,0.3,76.51,0.35,9.761,-0.65,11.021,-1.01,8.73,1148.0,25929.0,1.82,0.5700000000000001,76.37,150.5,-0.83,1.13,71.06,5.450000000000003,-0.04,0.3899999999999999,9.642,0.1189999999999997,-4.46,3.81,13.533,-2.5119999999999987,2.01,-3.02,12.8,-4.07,LOSS
86,Romania,1994.0,Quarter-finals,1.87,2.05,-0.1799999999999997,,,,1.87,1.91,-0.0399999999999998,1323.0,3.93,94.52,-0.44,69.65,0.03,10.837,-2.22,11.734,1.58,8.17,26084.0,-24761.0,3.93,0.0,19.58,74.94,0.4,-0.8400000000000001,78.62,-8.969999999999999,0.29,-0.26,12.272,-1.4350000000000005,-4.92,2.7,10.838,0.8960000000000008,-0.53,2.1100000000000003,9.58,-1.41,LOSS
87,Sweden,1994.0,Quarter-finals,2.05,1.87,0.1799999999999997,,,,1.91,1.87,0.0399999999999998,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,1323.0,24761.0,3.93,0.0,94.52,-74.94,-0.44,0.8400000000000001,69.65,8.969999999999999,0.03,0.26,10.837,1.4350000000000005,-2.22,-2.7,11.734,-0.8960000000000008,1.58,-2.1100000000000003,8.17,1.41,WIN
88,Bulgaria,1994.0,Semi-finals,1.36,1.04,0.32,,,,0.95,0.91,0.0399999999999999,1148.0,1.82,76.37,-0.83,71.06,-0.04,9.642,-4.46,13.533,2.01,12.8,19338.0,-18190.0,2.15,-0.3299999999999998,188.77,-112.4,0.0,-0.83,78.0,-6.939999999999998,0.34,-0.38,9.496,0.145999999999999,-0.8,-3.66,9.811,3.722,0.35,1.6599999999999997,11.09,1.7100000000000009,LOSS
89,Italy,1994.0,Semi-finals,1.04,1.36,-0.32,,,,0.91,0.95,-0.0399999999999999,19338.0,2.15,188.77,0.0,78.0,0.34,9.496,-0.8,9.811,0.35,11.09,1148.0,18190.0,1.82,0.3299999999999998,76.37,112.4,-0.83,0.83,71.06,6.939999999999998,-0.04,0.38,9.642,-0.145999999999999,-4.46,3.66,13.533,-3.722,2.01,-1.6599999999999997,12.8,-1.7100000000000009,WIN
90,Sweden,1994.0,Semi-finals,2.05,1.5,0.5499999999999998,,,,1.91,1.36,0.5499999999999998,26084.0,3.93,19.58,0.4,78.62,0.29,12.272,-4.92,10.838,-0.53,9.58,3295.0,22789.0,5.85,-1.9199999999999997,19.2,0.379999999999999,1.57,-1.17,68.1,10.52000000000001,0.56,-0.2700000000000001,22.65,-10.377999999999998,-1.69,-3.23,6.539,4.299,-1.13,0.5999999999999999,6.17,3.41,LOSS
